Team,Rec,Delta,Rat,Pwr,Off,Def,HFA,SoS,Year
DelawareNCAA D1,10-210.323,,2666.5,25726.17,30488,22915.74,2.7,15429.92,25-26
OK BaptistNCAA D2,31-40.886,1,2676.5,34620.53,35986.38,37511.72,2.76,41513.57,25-26
PepperdineNCAA D1,9-230.281,-1,2686.5,23627.08,19691.04,31413.61,2.89,13331.38,25-26
LongwoodNCAA D1,16-160.500,-5,2696.5,24726.73,21790.48,30413.82,2.85,32723.93,25-26
Southern UtahNCAA D1,10-220.313,1,2706.49,25426.23,17391.63,35412.18,2.9,15329.96,25-26
UC RiversideNCAA D1,10-220.313,-1,2716.49,24426.75,26788.99,23915.33,2.89,16129.62,25-26
LamarNCAA D1,12-190.387,1,2726.48,24226.79,38985.62,14618.75,2.78,24726.97,25-26
South DakotaNCAA D1,16-160.500,-1,2736.48,28824.56,15092.64,4369.49,3.04,29525.37,25-26
E MichiganNCAA D1,10-210.323,,2746.48,25925.93,35386.54,19016.96,2.86,15529.92,25-26
CSU East BayNCAA D2,33-10.971,,2756.47,38918.51,52382.17,29613.91,2.69,5729.47,25-26
Long Beach StNCAA D1,10-220.313,,2766.47,25626.2,25189.59,28114.18,2.79,16329.45,25-26
DartmouthNCAA D1,11-160.407,,2776.46,27824.95,26089.33,32913.19,2.87,23427.51,25-26
Mt St Mary'sNCAA D1,15-170.469,,2786.46,28524.68,41584.97,17917.28,2.73,28925.86,25-26
Ball StNCAA D1,12-190.387,,2796.45,26825.57,43784.46,14818.68,2.89,24527,25-26
Dallas BapNCAA D2,29-70.806,,2806.44,28224.79,22790.14,35312.23,2.76,42213.47,25-26
DaemenNCAA D2,33-20.943,2,2816.44,33620.95,40385.24,32513.29,2.76,6027.32,25-26
American UnivNCAA D1,16-160.500,,2826.44,27725.07,35686.45,21316.2,2.83,32324.07,25-26
Boston UnivNCAA D1,17-170.500,2,2836.43,30123.76,33187.29,29014.04,2.74,32024.21,25-26
LouisianaNCAA D1,11-220.333,,2846.43,29324.27,47483.24,15218.6,2.88,16429.42,25-26
EvansvilleNCAA D1,7-250.219,-4,2856.43,28024.85,37485.99,20516.44,3.03,10533.35,25-26
Michigan TechNCAA D2,29-70.806,,2866.43,34420.62,50882.4,22815.8,2.82,37915.18,25-26
C MichiganNCAA D1,10-210.323,,2876.42,26325.81,28888.51,25214.88,2.87,18528.75,25-26
Southern UnivNCAA D1,17-170.500,,2886.42,28624.65,22890.11,35612.11,2.95,32623.97,25-26
Bethune-CookmanNCAA D1,17-150.531,,2896.42,30823.08,31987.66,33513,2.87,30524.94,25-26
Lubbock ChrNCAA D2,27-60.818,,2906.41,31122.72,38785.65,26014.65,2.9,40413.95,25-26
HamptonNCAA D1,13-190.406,,2916.41,29224.34,39785.46,20316.46,2.89,26726.61,25-26
Charleston SoNCAA D1,15-170.469,1,2926.41,29724.05,15692.22,4399.4,2.79,30424.94,25-26
LindenwoodNCAA D1,18-150.545,1,2936.4,30922.84,31387.8,34312.62,2.77,34123.05,25-26
Incarnate WordNCAA D1,12-190.387,1,2946.4,28124.82,28788.51,29713.88,2.79,26826.61,25-26
Cleveland StNCAA D1,11-220.333,1,2956.39,27425.13,16091.97,39910.74,2.86,23027.56,25-26
BellarmineNCAA D1,13-190.406,1,2966.38,29923.98,17591.5,42210.06,2.86,27626.39,25-26
CS SacramentoNCAA D1,10-210.323,2,2976.37,29624.09,24889.65,36012.02,2.91,17928.93,25-26
Anderson SCNCAA D2,29-30.906,,2986.36,36019.72,36586.2,39111.09,2.68,51610.97,25-26
LehighNCAA D1,18-170.514,1,2996.36,31522.26,36686.16,31013.67,2.72,33323.42,25-26
West LibertyNCAA D2,27-50.844,2,3006.36,30023.82,4698.74,6832.65,2.88,49611.56,25-26
W MichiganNCAA D1,10-210.323,2,3016.36,29024.45,25589.43,34512.59,2.78,19828.41,25-26
WalshNCAA D2,29-40.879,-1,3026.36,33720.91,29388.19,41310.29,2.77,54110.43,25-26
Central ConnNCAA D1,18-120.600,2,3036.36,31322.52,37985.86,27814.23,2.71,36121.14,25-26
SE LouisianaNCAA D1,9-220.290,3,3046.36,27325.14,43684.47,15818.24,2.8,18128.84,25-26
St CloudNCAA D2,26-70.788,1,3056.35,34520.62,48682.89,24015.3,2.8,37815.29,25-26
N MichiganNCAA D2,28-70.800,-2,3066.35,31022.8,34087.08,32413.3,2.79,44512.65,25-26
Georgia StNCAA D1,10-220.313,1,3076.34,28324.76,32787.41,25114.92,2.96,21428.03,25-26
JacksonvilleNCAA D1,12-200.375,1,3086.34,28724.59,40685.1,18517.06,2.93,28126.22,25-26
E KentuckyNCAA D1,11-210.344,1,3096.34,27025.54,14992.65,40610.46,2.95,26326.7,25-26
Sacred HeartNCAA D1,14-190.424,1,3106.34,30523.18,22990.09,40110.66,2.78,29825.24,25-26
BrownNCAA D1,9-180.333,2,3116.34,26425.79,36986.08,17817.28,2.76,27926.31,25-26
Black Hills StNCAA D2,30-50.857,,3126.34,34820.4,41884.85,33113.13,2.65,52110.82,25-26
LanderNCAA D2,30-60.833,-21,3136.33,35819.77,39985.38,36111.97,2.8,46712.29,25-26
Northwestern LANCAA D1,10-220.313,,3146.33,29424.24,44584.26,17317.55,2.82,20528.22,25-26
Grand Valley StNCAA D2,27-70.794,,3156.32,32621.37,43484.5,27014.45,2.78,41813.54,25-26
West GeorgiaNCAA D1,15-170.469,,3166.31,34220.7,33687.15,39011.13,2.75,29925.23,25-26
Northern ArizonaNCAA D1,10-220.313,,3176.31,29524.13,35186.64,24715.07,2.86,22527.69,25-26
Oral RobertsNCAA D1,10-230.303,,3186.3,29824.04,30088.08,31713.53,2.87,22627.69,25-26
Houston ChrNCAA D1,12-200.375,,3196.3,32221.76,46683.49,22615.85,2.83,23927.28,25-26
East Texas A&MNCAA D1,11-210.344,,3206.3,31422.38,40485.23,25814.72,2.81,22427.73,25-26
SC UpstateNCAA D1,13-190.406,,3216.29,30723.12,34786.7,29414,2.82,29725.33,25-26
C MissouriNCAA D2,24-100.706,,3226.29,32321.75,44284.36,24814.97,2.89,37116.35,25-26
Prairie ViewNCAA D1,19-180.514,1,3236.28,32821.21,32687.43,38511.35,2.79,35121.69,25-26
StetsonNCAA D1,12-210.364,-1,3246.28,31822.1,31687.76,36311.92,2.89,27026.6,25-26
MA LowellNCAA D1,15-180.455,,3256.27,30623.17,25689.42,38611.32,2.91,34023.08,25-26
NortheasternNCAA D1,7-240.226,,3266.26,27924.94,20390.84,37711.67,2.86,17129.16,25-26
NC A&TNCAA D1,11-190.367,,3276.26,32121.9,31887.67,37011.81,2.82,27326.44,25-26
RockhurstNCAA D2,23-70.767,,3286.25,33820.9,19391.06,5187.42,2.78,39414.42,25-26
Ark Little RockNCAA D1,12-200.375,,3296.24,30423.18,37386.02,25614.73,2.87,30324.99,25-26
MercyhurstNCAA D1,18-170.514,,3306.22,33221.14,50682.47,21016.24,2.98,36021.14,25-26
E New MexicoNCAA D2,26-60.813,,3316.21,36219.63,24489.8,5197.4,2.83,45812.47,25-26
NJITNCAA D1,16-170.485,,3326.21,40017.92,52682.1,32313.39,2.73,31324.56,25-26
Florida A&MNCAA D1,15-160.484,1,3336.21,35220.3,44884.08,30713.8,2.83,34223.03,25-26
N IllinoisNCAA D1,9-210.300,-1,3346.2,34020.84,41285.01,32113.41,2.79,19628.44,25-26
Norfolk StNCAA D1,15-170.469,,3356.2,30323.26,31187.85,33612.99,2.83,35821.18,25-26
E IllinoisNCAA D1,13-200.394,4,3366.2,33421.04,52482.13,20216.48,2.76,31524.42,25-26
Tennessee TechNCAA D1,13-180.419,,3376.19,32421.59,36486.2,33712.96,2.88,33523.31,25-26
MN DuluthNCAA D2,23-120.657,-2,3386.19,31921.92,38885.64,30013.86,2.76,38315.07,25-26
UT San AntonioNCAA D1,5-250.167,,3396.18,30223.4,28488.52,34812.46,2.95,13131.56,25-26
GramblingNCAA D1,14-190.424,-2,3406.18,31622.14,49482.73,18816.98,2.65,34722.65,25-26
Alabama A&MNCAA D1,18-150.545,,3416.17,37219.17,44784.2,34712.55,2.98,36320.67,25-26
Point LomaNCAA D2,28-60.824,2,3426.17,33520.99,36786.13,34912.44,2.73,5759.36,25-26
North AlabamaNCAA D1,9-210.300,,3436.17,31222.65,38685.68,26514.54,2.93,27826.32,25-26
Palm Beach AtlNCAA D2,25-60.806,-2,3446.16,39518.25,35086.65,4479.17,2.88,45312.51,25-26
CS BakersfieldNCAA D1,8-240.250,,3456.15,31722.12,30687.96,37411.73,2.98,21228.09,25-26
ManhattanNCAA D1,12-200.375,,3466.15,33920.88,27388.82,4319.63,2.75,30924.68,25-26
WagnerNCAA D1,14-170.452,,3476.14,33321.12,49782.69,21916.01,2.77,35521.42,25-26
Indiana PANCAA D2,25-80.758,1,3486.14,38118.8,38585.68,40010.69,2.88,45412.49,25-26
BucknellNCAA D1,10-230.303,-1,3496.13,32721.23,41484.98,30513.82,2.79,27526.43,25-26
Rogers StNCAA D2,21-110.656,,3506.13,37419.15,40585.2,38211.52,2.89,37216.32,25-26
MO WesternNCAA D2,21-120.636,1,3516.12,37519.11,31487.77,4548.91,2.87,36717.42,25-26
CitadelNCAA D1,11-220.333,1,3526.12,36619.34,43084.58,35212.33,2.83,28626.02,25-26
Fort Hays StNCAA D2,19-100.655,1,3536.12,34320.65,66278.31,11119.92,2.8,39014.63,25-26
Fairmont StNCAA D2,26-60.813,1,3546.12,35919.77,26888.96,4828.38,2.84,5659.74,25-26
Lenoir-RhyneNCAA D2,26-90.743,-4,3556.12,35520.08,15792.14,5745.51,2.84,45512.47,25-26
California PANCAA D2,23-90.719,1,3566.11,35719.84,30388.05,4419.36,2.96,42813.32,25-26
Le MoyneNCAA D1,15-170.469,-1,3576.11,36419.48,34586.78,41410.28,2.82,34922.39,25-26
West AlabamaNCAA D2,27-60.818,,3586.09,39618.11,61179.7,22015.99,2.85,5649.74,25-26
McKendreeNCAA D2,22-90.710,,3596.09,38018.8,53681.64,25614.73,2.73,40913.87,25-26
AL HuntsvilleNCAA D2,23-100.697,,3606.09,34920.39,29288.24,4279.72,2.76,44312.72,25-26
SUNY AlbanyNCAA D1,11-210.344,,3616.09,33021.2,39085.61,33013.17,2.76,32524.02,25-26
Southern NazareneNCAA D2,23-80.742,,3626.09,36319.54,51282.34,25514.77,2.74,46912.25,25-26
TX SouthernNCAA D1,12-180.400,2,3636.08,33121.16,32887.38,38411.36,2.79,34622.73,25-26
LafayetteNCAA D1,11-210.344,2,3646.08,34120.79,43184.56,30613.8,2.66,31024.64,25-26
Jackson StNCAA D1,12-210.364,2,3656.08,36819.23,34287,4259.81,2.86,29625.36,25-26
Wm JewellNCAA D2,22-100.688,-3,3666.08,39118.45,53481.7,27514.32,2.76,38814.9,25-26
St Edward'sNCAA D2,25-90.735,1,3676.08,37918.86,32587.45,4518.99,2.75,45212.52,25-26
Augustana SDNCAA D2,19-100.655,-4,3686.08,37319.17,28288.58,4878.16,2.73,37515.66,25-26
St Martin'sNCAA D2,26-60.813,,3696.06,39418.25,45383.94,36711.88,2.7,5709.54,25-26
Loyola MDNCAA D1,12-200.375,1,3706.05,35020.32,32287.56,41110.33,2.75,34522.76,25-26
Concordia SPNCAA D2,19-100.655,-1,3716.05,40917.47,20790.75,6204.29,2.78,37316.27,25-26
OuachitaNCAA D2,23-70.767,1,3726.04,40717.54,52782.09,33413.03,2.79,50711.29,25-26
Arkansas-FSNCAA D2,20-90.690,1,3736.04,41117.38,41085.04,4249.91,2.85,39614.39,25-26
MN MankatoNCAA D2,21-120.636,-2,3746.04,36519.47,32187.56,4379.49,2.83,38914.81,25-26
BryantNCAA D1,9-220.290,,3756.04,32021.91,40185.32,28214.17,3,31824.34,25-26
Holy CrossNCAA D1,11-220.333,,3766.04,37718.97,49082.83,30913.72,2.75,31624.4,25-26
HardingNCAA D2,24-80.750,,3776.04,40117.91,46883.35,35512.14,2.8,48211.96,25-26
CanisiusNCAA D1,10-210.323,,3786.03,38318.69,56381.05,24315.21,2.93,30025.23,25-26
NC CentralNCAA D1,14-180.438,2,3796.02,37619.03,39885.46,38811.15,2.9,35921.16,25-26
Ark Pine BluffNCAA D1,13-190.406,4,3806.02,39918.06,29988.08,5137.55,2.81,33223.48,25-26
Lake ErieNCAA D2,23-90.719,1,3816.02,41417.15,16591.85,6752.87,2.77,41113.73,25-26
Lake SuperiorNCAA D2,19-120.613,-3,3826.02,34720.45,23290.03,5017.99,2.83,40114.15,25-26
Air ForceNCAA D1,3-290.094,,3836.02,32921.2,50582.48,20816.29,2.9,9334.82,25-26
CatawbaNCAA D2,23-100.697,-4,3846.01,38818.52,32487.52,4738.58,2.81,42613.41,25-26
Alabama StNCAA D1,10-220.313,,3855.99,35320.29,40785.09,34112.78,2.73,31724.39,25-26
ArmyNCAA D1,11-210.344,,3865.98,38418.6,41684.91,38711.27,2.76,33423.31,25-26
NiagaraNCAA D1,8-220.267,,3875.97,35420.1,54281.47,21216.2,2.83,30624.89,25-26
North FloridaNCAA D1,7-250.219,,3885.96,32521.49,13193.45,5705.61,3,28026.25,25-26
IUPUINCAA D1,7-250.219,,3895.96,35120.32,14792.68,5825.21,2.79,26526.63,25-26
SW MinnesotaNCAA D2,16-120.571,,3905.95,36719.3,57580.8,21616.08,2.76,38015.14,25-26
StonehillNCAA D1,12-210.364,,3915.95,39218.39,59680.11,22515.85,2.8,35021.88,25-26
St Mary's TXNCAA D2,22-100.688,,3925.95,41917.05,55481.16,31913.46,2.76,46012.43,25-26
Alcorn StNCAA D1,9-230.281,,3935.94,39718.08,49682.7,33812.95,2.83,28426.08,25-26
W Texas A&MNCAA D2,21-110.656,,3945.94,37818.9,27288.88,5127.59,2.86,44912.59,25-26
MontevalloNCAA D2,22-90.710,,3955.93,42516.31,46583.51,40810.37,2.74,47412.1,25-26
New HavenNCAA D1,14-170.452,,3965.93,43415.48,67977.86,24515.2,2.75,35721.21,25-26
Morgan StNCAA D1,14-160.467,,3975.93,41617.12,31087.87,5366.82,2.94,36519.95,25-26
MaineNCAA D1,8-240.250,,3985.92,35620.08,62179.34,15618.32,2.78,31124.62,25-26
New HampshireNCAA D1,9-210.300,1,3995.92,38518.59,43884.45,37611.71,2.94,32424.03,25-26
F DickinsonNCAA D1,11-210.344,-1,4005.91,36119.69,48482.92,27214.35,2.77,35621.39,25-26
Missouri S&TNCAA D2,19-90.679,,4015.9,42416.46,40285.3,4668.74,2.71,46612.32,25-26
FL SouthernNCAA D2,22-110.667,1,4025.89,40417.75,13093.66,7231.66,2.89,46112.42,25-26
North GeorgiaNCAA D2,22-80.733,1,4035.87,43715.27,55081.2,37811.64,2.7,51710.97,25-26
St AnselmNCAA D2,26-80.765,2,4045.86,44914.56,29688.14,6344,2.8,55710.07,25-26
FindlayNCAA D2,18-120.600,3,4055.86,39318.35,18191.33,6094.6,2.88,42413.43,25-26
Columbus StNCAA D2,24-90.727,1,4065.86,44015.15,51782.24,40510.49,2.8,54710.34,25-26
S Carolina StNCAA D1,10-220.313,2,4075.86,41817.1,45783.71,39410.97,2.87,34323.01,25-26
MO SouthernNCAA D2,18-140.563,2,4085.85,42116.8,28188.6,5635.77,2.8,38115.14,25-26
Mary WashingtonNCAA D3,31-30.912,19,4095.85,49512.24,61279.65,41810.17,2.79,6791.81,25-26
MO St LouisNCAA D2,16-130.552,1,4105.84,38218.77,54181.5,25314.85,2.73,41413.64,25-26
Southern IndianaNCAA D1,7-230.233,2,4115.84,37019.22,46183.55,32613.25,2.82,32923.86,25-26
EmoryNCAA D3,28-40.875,-10,4125.83,45914.04,30887.92,6453.7,2.66,6334.64,25-26
Upper IowaNCAA D2,17-110.607,-1,4135.83,40317.86,20990.72,6034.72,2.93,44212.75,25-26
AshlandNCAA D2,20-110.645,,4145.83,42815.92,50082.62,39710.88,2.85,44712.61,25-26
CS Dom. HillsNCAA D2,23-90.719,2,4155.83,43115.6,42484.73,4778.44,2.69,55410.19,25-26
W New MexicoNCAA D2,22-90.710,,4165.83,49012.5,50282.54,5147.54,2.78,42913.28,25-26
Lincoln MemNCAA D2,19-120.613,-2,4175.82,38718.57,35886.4,4269.74,3.03,48611.93,25-26
West FloridaNCAA D2,25-90.735,,4185.82,44814.59,37785.92,5526.25,2.74,55610.1,25-26
NW MissouriNCAA D2,15-160.484,,4195.82,41217.18,52182.19,34612.57,2.8,37016.48,25-26
Trinity CTNCAA D3,29-40.879,-15,4205.82,41717.12,57180.83,30113.86,2.74,7010.23,25-26
C OklahomaNCAA D2,17-160.515,-1,4215.81,39818.07,53981.57,28714.07,2.84,39814.32,25-26
Charleston WVNCAA D2,19-100.655,1,4225.79,42016.91,39585.49,4508.99,2.76,52810.64,25-26
IndianapolisNCAA D2,17-130.567,-1,4235.79,41317.15,38185.79,4538.93,2.77,42513.42,25-26
FelicianNCAA D2,28-40.875,-3,4245.78,50212.11,46483.52,5556.17,2.8,6255.7,25-26
Chicago StNCAA D1,7-250.219,-1,4255.78,40817.48,49882.67,35012.38,2.91,29325.45,25-26
Pittsburg StNCAA D2,15-150.500,-1,4265.78,40517.61,47683.09,35712.1,2.8,38514.95,25-26
Virginia UnionNCAA D2,25-60.806,-1,4275.77,46613.51,80174.43,19916.65,2.86,6195.88,25-26
Randolph-MaconNCAA D3,27-40.871,1,4285.76,36919.22,60979.74,18617.06,2.8,730-1.30,25-26
MD E ShoreNCAA D1,9-230.281,-2,4295.76,42316.6,61479.62,26414.56,2.84,33923.09,25-26
West ChesterNCAA D2,21-80.724,,4305.76,43215.55,36086.35,5386.77,2.87,5918.36,25-26
Moorhead StNCAA D2,14-160.467,,4315.75,40217.88,29888.08,5207.37,2.74,37715.38,25-26
CO MesaNCAA D2,21-110.656,1,4325.75,44414.9,44384.35,4908.12,2.76,50411.43,25-26
RiderNCAA D1,4-250.138,1,4335.74,37119.22,47383.25,31613.55,2.77,26926.61,25-26
Carson-NewmanNCAA D2,18-110.621,-2,4345.74,43515.43,41784.87,4898.13,2.81,49011.77,25-26
VMINCAA D1,6-260.188,,4355.73,41517.12,43384.54,42010.16,2.92,30125.18,25-26
IL SpringfieldNCAA D2,17-120.586,,4365.72,43615.34,45184.03,4588.89,2.88,46812.28,25-26
Sioux FallsNCAA D2,15-150.500,,4375.72,42915.86,17491.56,7121.88,2.91,38215.13,25-26
Fayetteville StNCAA D2,23-70.767,1,4385.72,47513.1,25489.45,7371.23,2.83,5908.43,25-26
Missouri KCNCAA D1,4-270.129,2,4395.72,38618.58,45483.79,35112.37,2.93,24227.12,25-26
UVA-WiseNCAA D2,20-110.645,-2,4405.71,46813.45,39285.55,5775.48,2.79,48311.96,25-26
Wayne St NENCAA D2,15-140.517,1,4415.71,43815.24,49582.72,42110.09,2.98,39714.34,25-26
MillersvilleNCAA D2,20-90.690,2,4425.71,42715.98,42784.65,4578.9,2.91,5958.16,25-26
BentleyNCAA D2,19-100.655,-3,4435.7,42216.74,39685.46,4618.85,2.81,5599.95,25-26
St Francis PANCAA D1,7-240.226,-1,4445.7,41017.38,37186.05,4568.9,2.91,33823.11,25-26
Ft LewisNCAA D2,19-110.633,,4455.7,44314.94,34486.88,5685.64,2.75,49311.67,25-26
E StroudsburgNCAA D2,21-90.700,1,4465.7,43315.49,19291.1,7071.96,2.87,5938.31,25-26
CSU-PuebloNCAA D2,22-80.733,-1,4475.7,48312.76,73176.61,30813.73,2.83,5868.66,25-26
ULMNCAA D1,4-280.125,,4485.69,39018.5,29788.14,5027.94,2.98,26426.69,25-26
Gardner WebbNCAA D1,4-290.121,,4495.69,40617.58,41385,41910.16,2.84,25126.89,25-26
MT St-BillingsNCAA D2,20-110.645,,4505.68,45314.42,30288.06,6383.93,2.75,53610.52,25-26
DruryNCAA D2,17-140.548,1,4515.66,45614.17,35786.45,5815.3,2.88,43113.16,25-26
Purdue NorthwestNCAA D2,14-140.500,,4525.66,46113.89,49282.74,4688.72,2.84,38714.93,25-26
Valdosta StNCAA D2,17-120.586,1,4535.66,44614.85,8496.2,906-3.78,2.88,47612.03,25-26
SC BeaufortNCAA D2,19-100.655,-3,4545.65,47912.92,17791.48,813-0.98,2.82,51311.14,25-26
BinghamtonNCAA D1,8-230.258,2,4555.64,42616.23,48882.87,39510.93,2.82,36220.84,25-26
KY WesleyanNCAA D2,16-130.552,-1,4565.64,45214.45,46983.29,4658.74,2.94,45612.47,25-26
Trevecca NazNCAA D2,19-110.633,-1,4575.64,46413.59,28688.51,6852.65,2.78,52610.72,25-26
OH DominicanNCAA D2,19-100.655,,4585.63,49412.25,59380.14,4299.68,2.89,55010.26,25-26
ShepherdNCAA D2,20-100.667,,4595.62,47613.07,68777.75,33912.89,2.88,5828.9,25-26
Angelo StNCAA D2,17-150.531,,4605.62,44114.97,67577.91,26114.64,2.8,47212.13,25-26
Lee TNNCAA D2,16-130.552,,4615.6,46014.02,57980.72,39610.88,2.9,47512.06,25-26
TampaNCAA D2,16-120.571,,4625.6,47113.25,27588.76,7052.07,2.81,47112.2,25-26
NC PembrokeNCAA D2,21-90.700,,4635.59,44214.96,47083.25,4459.28,2.76,6146.33,25-26
Seton HillNCAA D2,18-130.581,3,4645.59,46513.58,44484.27,5326.89,2.82,50911.25,25-26
Coppin StNCAA D1,7-240.226,1,4655.59,48212.8,57680.79,4339.59,2.88,31224.61,25-26
BarryNCAA D2,16-130.552,-2,4665.59,47713,38085.83,6004.75,2.87,45012.55,25-26
JamestownNCAA D2,14-140.500,-2,4675.59,50412.1,46283.54,5566.14,2.79,38614.94,25-26
Hawaii PacificNCAA D2,20-130.606,,4685.58,51311.65,51682.24,5296.99,2.73,48111.98,25-26
AK AnchorageNCAA D2,21-120.636,,4695.58,49212.44,77175.31,25914.7,2.86,5699.55,25-26
ChicagoNCAA D3,24-50.828,2,4705.57,52810.82,56481.04,5217.35,2.74,6473.69,25-26
LynnNCAA D2,14-140.500,,4715.56,44514.88,31287.82,6074.64,2.85,47012.21,25-26
Wayne St MINCAA D2,14-140.500,-2,4725.56,47413.19,50782.46,4848.31,2.86,43413.01,25-26
WestmontNCAA D2,18-120.600,1,4735.55,48412.66,52982.01,4868.23,2.8,52510.72,25-26
Delaware StNCAA D1,8-230.258,-1,4745.55,45414.41,69977.45,26614.54,2.82,36420.35,25-26
W IllinoisNCAA D1,5-260.161,1,4755.55,43015.79,54381.43,36211.94,2.87,33623.27,25-26
Slippery RockNCAA D2,17-120.586,4,4765.54,50112.14,51582.26,5177.46,2.93,51111.21,25-26
Northwood MINCAA D2,17-130.567,,4775.54,52910.79,48982.87,5755.5,2.75,46512.33,25-26
Saginaw ValNCAA D2,13-150.464,,4785.54,47213.25,42184.76,5586.07,2.85,41013.87,25-26
Embry-Riddle FLNCAA D2,13-150.464,,4795.54,43915.22,26589.13,6463.67,2.74,44112.79,25-26
NW NazareneNCAA D2,18-120.600,1,4805.53,49712.21,56780.98,4638.8,2.84,54910.27,25-26
FlaglerNCAA D2,18-120.600,-6,4815.53,47812.98,63878.97,38111.58,2.9,5779.28,25-26
Glenville StNCAA D2,18-120.600,1,4825.53,46913.34,27888.65,7032.26,2.81,5679.63,25-26
CS Poly PomonaNCAA D2,18-120.600,1,4835.52,51811.47,70977.29,37311.75,2.68,54310.42,25-26
AssumptionNCAA D2,17-130.567,-2,4845.52,48112.88,37286.05,6174.4,2.82,51910.93,25-26
Emporia StNCAA D2,9-190.321,,4855.51,44714.7,45283.96,4838.31,2.96,36816.89,25-26
Minot StNCAA D2,12-170.414,,4865.5,45114.46,45084.03,4998,2.89,40813.88,25-26
Northern St SDNCAA D2,12-180.400,,4875.5,49312.29,56081.13,4678.73,2.98,37416.08,25-26
TuftsNCAA D3,23-60.793,2,4885.5,50911.86,59780.11,4449.32,2.75,6761.99,25-26
SW BaptistNCAA D2,14-140.500,-1,4895.5,51411.56,65678.54,40210.59,2.83,44012.8,25-26
East Central OKNCAA D2,15-140.517,-1,4905.5,49812.21,59880.09,4289.69,2.86,47812.02,25-26
NE OklahomaNCAA D2,13-160.448,,4915.49,47013.32,31587.76,6663.14,2.79,42013.5,25-26
UT TylerNCAA D2,15-110.577,1,4925.49,52011.29,70477.38,38311.48,2.86,53810.51,25-26
CS Monterey BayNCAA D2,17-120.586,1,4935.49,51111.82,35486.5,6742.89,2.74,54410.41,25-26
IL WesleyanNCAA D3,26-50.839,10,4945.48,53210.54,71977.02,39211.09,2.78,6861.18,25-26
St Thomas TXNCAA D3,29-30.906,4,4955.48,5858.25,85573.06,34212.77,2.83,737-1.55,25-26
Adams StNCAA D2,18-120.600,-1,4965.48,54410.08,24389.82,858-2.16,2.87,51211.2,25-26
AdelphiNCAA D2,18-120.600,-5,4975.47,48612.62,65478.57,37911.62,2.86,5848.8,25-26
C WashingtonNCAA D2,16-150.516,3,4985.47,46313.61,44184.4,5376.79,2.85,53010.61,25-26
WheelingNCAA D2,19-90.679,1,4995.47,5549.56,38385.72,7321.42,2.93,5858.68,25-26
Truman StNCAA D2,12-160.429,-2,5005.47,48512.62,42984.61,5735.58,2.83,40214.03,25-26
WI ParksideNCAA D2,12-160.429,-4,5015.47,48012.9,55881.14,4439.33,2.83,41213.68,25-26
WingateNCAA D2,15-140.517,-6,5025.47,48912.53,47283.25,5346.85,2.81,50111.47,25-26
Winona StNCAA D2,9-190.321,-1,5035.47,46713.48,62379.3,37211.75,2.86,36916.77,25-26
NE KearneyNCAA D2,14-170.452,-1,5045.47,52710.94,37086.08,6972.43,2.84,39314.47,25-26
CedarvilleNCCAA I,13-150.464,1,5055.46,47313.21,49182.79,5007.99,2.9,48711.9,25-26
Georgia SWNCAA D2,16-130.552,-1,5065.45,49612.23,53181.94,5057.87,2.77,55810.03,25-26
DavenportNCAA D2,14-150.483,,5075.45,53310.45,59280.19,5077.84,2.83,43313.07,25-26
Seattle PacificNCAA D2,14-120.538,4,5085.44,51211.74,69777.55,37111.76,2.89,55210.24,25-26
Colorado MinesNCAA D2,16-160.500,1,5095.44,45014.53,45983.65,4768.45,2.85,5609.92,25-26
Concordia CANCAA D2,17-140.548,1,5105.44,51511.54,64878.75,41010.36,2.82,54210.43,25-26
QuincyNCAA D2,12-160.429,-2,5115.44,51711.48,52082.21,5356.84,2.87,40014.16,25-26
Virginia StNCAA D2,22-100.688,1,5125.44,52311.14,66078.42,41210.3,2.81,6205.83,25-26
CS San Bern.NCAA D2,14-150.483,3,5135.44,45514.19,45583.76,4978.01,2.8,52210.82,25-26
St Michael'sNCAA D2,19-140.576,-6,5145.44,5579.48,58980.31,5406.75,2.78,52910.63,25-26
MaloneNCCAA,13-140.481,2,5155.43,52111.26,75975.78,33313.05,2.84,48811.88,25-26
HillsdaleNCAA D2,11-180.379,2,5165.43,45714.14,60779.82,36511.9,2.9,42713.39,25-26
Humboldt StNCAA D2,17-160.515,2,5175.42,5509.75,55981.14,5546.19,2.76,45712.47,25-26
S New HampshireNCAA D2,15-140.517,-4,5185.42,50012.15,53081.98,5107.75,2.88,53210.59,25-26
Thomas MoreNCAA D2,12-150.444,1,5195.42,46213.74,56581.04,41510.27,2.7,51411.12,25-26
Gust AdolphusNCAA D3,27-30.900,1,5205.41,5609.35,58480.62,5496.3,2.65,772-2.83,25-26
WI LaCrosseNCAA D3,24-70.774,4,5215.41,54210.16,50182.59,5835.14,2.82,6573.04,25-26
Chris NewportNCAA D3,25-70.781,-7,5225.41,5718.77,66578.23,4928.11,2.79,6642.73,25-26
VanguardNCAA D2,16-130.552,,5235.41,54010.21,63978.92,4598.86,2.78,54010.45,25-26
Ferris StNCAA D2,10-190.345,-2,5245.4,45814.14,40985.05,5456.67,3.03,40313.99,25-26
PaceNCAA D2,16-110.593,-1,5255.39,50512.04,84873.34,20916.27,2.76,6037.29,25-26
