season,team,team_key,level,conference_2020_21,wins,losses,win_pct,delta,rating_rank,rating,power_rank,power,offense_rank,offense,defense_rank,defense,hfa,sos_rank,sos,source_row
2025-26,Drake,drake,NCAA D1,,14.0,20.0,0.412,-1.0,16.0,7.02,119.0,34.73,161.0,91.92,97.0,20.39,2.77,132.0,31.39,161
2025-26,Robert Morris,robert morris,NCAA D1,,22.0,11.0,0.667,,16.0,17.02,176.0,30.58,233.0,89.99,162.0,18.16,2.78,243.0,27.1,162
2025-26,Gannon,gannon,NCAA D2,,34.0,3.0,0.919,5.0,16.0,27.01,183.0,30.26,67.0,97.61,416.0,10.23,2.83,395.0,14.42,163
2025-26,Loy Marymount,loy marymount,NCAA D1,,15.0,17.0,0.469,-1.0,16.0,37.01,14.0,32.96,214.0,90.61,11.0,19.92,2.89,126.0,31.73,164
2025-26,South Alabama,south alabama,NCAA D1,,21.0,12.0,0.636,-1.0,164.0,7.0,171.0,30.95,257.0,89.42,133.0,19.1,2.81,233.0,27.52,165
2025-26,Portland St,portland st,NCAA D1,,20.0,11.0,0.645,-1.0,165.0,7.0,185.0,30.14,279.0,88.65,134.0,19.07,2.77,228.0,27.58,166
2025-26,N Colorado,n colorado,NCAA D1,,20.0,12.0,0.625,-1.0,166.0,7.0,154.0,31.69,102.0,95.17,286.0,14.09,2.67,231.0,27.55,167
2025-26,Towson,towson,NCAA D1,,19.0,15.0,0.559,-1.0,167.0,6.98,157.0,31.45,362.0,86.33,58.0,22.69,2.82,186.0,28.71,168
2025-26,Idaho,idaho,NCAA D1,,21.0,15.0,0.583,,168.0,6.97,194.0,29.56,237.0,89.91,182.0,17.22,2.72,193.0,28.51,169
2025-26,Austin Peay,austin peay,NCAA D1,,22.0,9.0,0.71,,169.0,6.97,203.0,28.8,204.0,90.83,234.0,15.55,2.9,288.0,25.94,170
2025-26,CS Northridge,cs northridge,NCAA D1,,20.0,14.0,0.588,,17.0,6.96,198.0,29.25,1.0,95.23,38.0,11.59,2.78,17.0,29.17,171
2025-26,UC Davis,uc davis,NCAA D1,,19.0,14.0,0.576,,17.0,16.96,191.0,29.81,213.0,90.64,196.0,16.75,2.81,169.0,29.2,172
2025-26,Montana St,montana st,NCAA D1,,18.0,14.0,0.563,1.0,17.0,26.96,162.0,31.3,219.0,90.47,154.0,18.4,2.78,183.0,28.8,173
2025-26,Richmond,richmond,NCAA D1,,15.0,17.0,0.469,-1.0,17.0,36.96,147.0,32.48,163.0,91.88,161.0,18.18,2.85,144.0,30.83,174
2025-26,New Mexico St,new mexico st,NCAA D1,,16.0,16.0,0.5,,174.0,6.95,159.0,31.41,234.0,89.96,136.0,19.03,2.9,157.0,29.82,175
2025-26,UC Santa Barbara,uc santa barbara,NCAA D1,,18.0,14.0,0.563,,175.0,6.94,16.0,31.4,201.0,90.88,165.0,18.09,2.82,199.0,28.39,176
2025-26,Merrimack,merrimack,NCAA D1,,23.0,11.0,0.676,,176.0,6.94,213.0,28.39,439.0,84.42,78.0,21.54,2.64,258.0,26.76,177
2025-26,William & Mary,william mary,NCAA D1,,20.0,12.0,0.625,,177.0,6.94,207.0,28.67,116.0,94.38,369.0,11.87,2.84,208.0,28.21,178
2025-26,Marshall,marshall,NCAA D1,,20.0,13.0,0.606,,178.0,6.93,181.0,30.33,118.0,94.25,312.0,13.65,2.9,227.0,27.66,179
2025-26,Cornell,cornell,NCAA D1,,15.0,13.0,0.536,,179.0,6.93,151.0,31.98,23.0,101.03,47.0,58.53,2.77,177.0,29.02,180
2025-26,Oakland,oakland,NCAA D1,,16.0,16.0,0.5,,18.0,6.92,166.0,31.14,101.0,95.22,318.0,13.5,2.75,145.0,30.81,181
2025-26,UTRGV,utrgv,NCAA D1,,19.0,14.0,0.576,,18.0,16.92,187.0,30.09,208.0,90.74,192.0,16.93,2.76,211.0,28.16,182
2025-26,Utah Tech,utah tech,NCAA D1,,19.0,15.0,0.559,,18.0,26.9,214.0,28.35,183.0,91.32,263.0,14.61,2.91,167.0,29.3,183
2025-26,Harvard,harvard,NCAA D1,,17.0,12.0,0.586,,18.0,36.9,197.0,29.35,408.0,85.08,75.0,21.85,2.69,202.0,28.26,184
2025-26,Appalachian St,appalachian st,NCAA D1,,19.0,13.0,0.594,,184.0,6.89,173.0,30.73,393.0,85.55,56.0,22.76,2.75,261.0,26.73,185
2025-26,Navy,navy,NCAA D1,,26.0,8.0,0.765,,185.0,6.89,209.0,28.62,343.0,86.95,128.0,19.24,2.66,348.0,22.4,186
2025-26,N Kentucky,n kentucky,NCAA D1,,20.0,14.0,0.588,,186.0,6.89,186.0,30.14,133.0,93.24,267.0,14.47,2.84,257.0,26.79,187
2025-26,Missouri St,missouri st,NCAA D1,,16.0,18.0,0.471,,187.0,6.88,161.0,31.34,206.0,90.8,163.0,18.12,2.89,168.0,29.26,188
2025-26,Mercer,mercer,NCAA D1,,19.0,13.0,0.594,,188.0,6.88,195.0,29.45,145.0,92.71,276.0,14.32,2.85,236.0,27.42,189
2025-26,Samford,samford,NCAA D1,,18.0,14.0,0.563,,189.0,6.88,174.0,30.72,119.0,94.25,289.0,14.04,2.86,237.0,27.4,190
2025-26,Monmouth NJ,monmouth nj,NCAA D1,,19.0,15.0,0.559,,19.0,6.87,201.0,29.0,266.0,89.13,175.0,17.45,2.84,203.0,28.24,191
2025-26,Queens NC,queens nc,NCAA D1,,21.0,14.0,0.6,,19.0,16.87,218.0,28.13,85.0,96.2,43.0,49.51,2.77,222.0,27.78,192
2025-26,Montana,montana,NCAA D1,,17.0,16.0,0.515,1.0,19.0,26.86,189.0,29.82,186.0,91.24,215.0,16.15,2.87,189.0,28.65,193
2025-26,Bowling Green,bowling green,NCAA D1,,18.0,14.0,0.563,-1.0,19.0,36.86,177.0,30.51,18.0,91.34,197.0,16.74,2.78,246.0,26.99,194
2025-26,James Madison,james madison,NCAA D1,,18.0,15.0,0.545,,194.0,6.86,18.0,30.33,2.0,90.9,187.0,17.01,2.83,218.0,27.89,195
2025-26,Fordham,fordham,NCAA D1,,17.0,15.0,0.531,,195.0,6.86,188.0,30.04,329.0,87.34,102.0,20.27,2.73,22.0,27.85,196
2025-26,Lipscomb,lipscomb,NCAA D1,,19.0,13.0,0.594,,196.0,6.86,182.0,30.27,159.0,92.02,227.0,15.83,2.82,262.0,26.7,197
2025-26,Portland,portland,NCAA D1,,15.0,19.0,0.441,,197.0,6.86,224.0,27.67,199.0,90.9,273.0,14.34,2.88,113.0,32.49,198
2025-26,Siena,siena,NCAA D1,,23.0,12.0,0.657,1.0,198.0,6.85,223.0,27.87,352.0,86.59,142.0,18.85,2.75,294.0,25.4,199
2025-26,Tennessee St,tennessee st,NCAA D1,,23.0,10.0,0.697,-1.0,199.0,6.85,229.0,27.47,135.0,93.14,366.0,11.9,2.8,314.0,24.53,200
2025-26,Southern Miss,southern miss,NCAA D1,,19.0,16.0,0.543,,2.0,6.85,22.0,27.92,237.0,89.91,233.0,15.58,2.96,19.0,28.62,201
2025-26,TAM C. Christi,tam c christi,NCAA D1,,18.0,15.0,0.545,1.0,2.0,16.85,184.0,30.19,32.0,87.57,103.0,20.2,2.78,241.0,27.18,202
2025-26,CS Fullerton,cs fullerton,NCAA D1,,18.0,16.0,0.529,-1.0,2.0,26.85,228.0,27.57,137.0,93.04,358.0,12.1,2.8,16.0,29.67,203
2025-26,Cent Arkansas,cent arkansas,NCAA D1,,22.0,12.0,0.647,,2.0,36.84,237.0,27.07,205.0,90.81,303.0,13.83,2.94,266.0,26.61,204
2025-26,Massachusetts,massachusetts,NCAA D1,,17.0,16.0,0.515,,204.0,6.84,175.0,30.61,117.0,94.31,299.0,13.87,2.86,216.0,27.98,205
2025-26,Ga Southern,ga southern,NCAA D1,,21.0,16.0,0.568,,205.0,6.84,231.0,27.32,129.0,93.75,389.0,11.14,2.83,235.0,27.47,206
2025-26,Jacksonville St,jacksonville st,NCAA D1,,15.0,17.0,0.469,,206.0,6.83,169.0,31.07,294.0,88.18,94.0,20.46,2.75,194.0,28.46,207
2025-26,San Jose St,san jose st,NCAA D1,,9.0,24.0,0.273,,207.0,6.82,193.0,29.69,182.0,91.32,222.0,15.95,2.81,86.0,35.78,208
2025-26,E Washington,e washington,NCAA D1,,14.0,19.0,0.424,,208.0,6.81,189.0,29.82,134.0,93.18,28.0,14.21,2.84,141.0,30.89,209
2025-26,Campbell,campbell,NCAA D1,,16.0,18.0,0.471,,209.0,6.8,204.0,28.78,155.0,92.29,288.0,14.07,2.73,159.0,29.77,210
2025-26,Rice,rice,NCAA D1,,13.0,18.0,0.419,1.0,21.0,6.8,199.0,29.14,236.0,89.93,195.0,16.79,2.8,138.0,31.05,211
2025-26,Coastal Car,coastal car,NCAA D1,,19.0,13.0,0.594,-1.0,21.0,16.79,266.0,25.71,346.0,86.71,201.0,16.58,2.93,21.0,28.16,212
2025-26,Wofford,wofford,NCAA D1,,19.0,13.0,0.594,,21.0,26.79,216.0,28.25,168.0,91.79,291.0,14.04,2.75,274.0,26.44,213
2025-26,Texas St,texas st,NCAA D1,,19.0,13.0,0.594,,21.0,36.79,216.0,28.25,289.0,88.47,176.0,17.35,2.8,285.0,26.02,214
2025-26,Florida Intl,florida intl,NCAA D1,,15.0,17.0,0.469,,214.0,6.76,215.0,28.35,151.0,92.51,322.0,13.41,2.88,165.0,29.41,215
2025-26,Ohio,ohio,NCAA D1,,15.0,17.0,0.469,,215.0,6.76,196.0,29.35,132.0,93.37,315.0,13.56,2.96,182.0,28.84,216
2025-26,Weber St,weber st,NCAA D1,,16.0,16.0,0.5,,216.0,6.76,2.0,29.11,153.0,92.47,279.0,14.22,2.91,215.0,28.01,217
2025-26,Loyola-Chicago,loyola chicago,NCAA D1,,9.0,24.0,0.273,1.0,217.0,6.75,179.0,30.48,29.0,88.36,116.0,19.7,2.87,103.0,33.61,218
2025-26,Indiana St,indiana st,NCAA D1,,11.0,21.0,0.344,-1.0,218.0,6.75,164.0,31.26,139.0,92.97,224.0,15.87,2.91,137.0,31.07,219
2025-26,Detroit,detroit,NCAA D1,,17.0,15.0,0.531,,219.0,6.75,252.0,26.33,252.0,89.59,277.0,14.32,2.95,207.0,28.21,220
2025-26,PFW,pfw,NCAA D1,,17.0,15.0,0.531,,22.0,6.75,222.0,27.91,197.0,91.02,268.0,14.47,2.85,232.0,27.53,221
2025-26,UMBC,umbc,NCAA D1,,24.0,9.0,0.727,1.0,22.0,16.74,243.0,26.75,24.0,89.88,271.0,14.44,2.69,352.0,21.66,222
2025-26,WI Green Bay,wi green bay,NCAA D1,,18.0,15.0,0.545,-1.0,22.0,26.74,269.0,25.54,309.0,87.9,242.0,15.22,2.81,197.0,28.44,223
2025-26,Drexel,drexel,NCAA D1,,17.0,16.0,0.515,,22.0,36.73,206.0,28.68,4.0,85.34,87.0,20.92,2.89,256.0,26.79,224
2025-26,Columbia,columbia,NCAA D1,,16.0,12.0,0.571,,224.0,6.73,246.0,26.74,242.0,89.84,269.0,14.47,2.75,252.0,26.86,225
2025-26,Vermont,vermont,NCAA D1,,22.0,12.0,0.647,,225.0,6.73,227.0,27.59,363.0,86.25,141.0,18.92,2.85,337.0,23.2,226
2025-26,Quinnipiac,quinnipiac,NCAA D1,,19.0,13.0,0.594,,226.0,6.72,226.0,27.59,222.0,90.36,254.0,14.8,2.74,292.0,25.52,227
2025-26,Marist,marist,NCAA D1,,19.0,12.0,0.613,,227.0,6.71,232.0,27.3,449.0,84.05,88.0,20.83,2.73,319.0,24.26,228
2025-26,Buffalo,buffalo,NCAA D1,,17.0,15.0,0.531,1.0,228.0,6.7,248.0,26.62,189.0,91.13,332.0,13.07,2.74,238.0,27.38,229
2025-26,S Dakota St,s dakota st,NCAA D1,,14.0,18.0,0.438,-1.0,229.0,6.7,178.0,30.49,191.0,91.11,191.0,16.96,2.92,223.0,27.75,230
2025-26,Tarleton St,tarleton st,NCAA D1,,14.0,18.0,0.438,,23.0,6.7,205.0,28.71,264.0,89.17,184.0,17.12,2.93,184.0,28.78,231
2025-26,LIU Brooklyn,liu brooklyn,NCAA D1,,24.0,11.0,0.686,,23.0,16.69,291.0,24.39,349.0,86.69,241.0,15.28,2.89,322.0,24.17,232
2025-26,San Diego,san diego,NCAA D1,,12.0,21.0,0.364,,23.0,26.69,23.0,27.38,19.0,91.11,302.0,13.85,2.87,13.0,31.63,233
2025-26,New Orleans,new orleans,NCAA D1,,15.0,18.0,0.455,1.0,23.0,36.69,271.0,25.47,188.0,91.18,368.0,11.87,2.85,143.0,30.87,234
2025-26,Abilene Chr,abilene chr,NCAA D1,,14.0,19.0,0.424,-1.0,234.0,6.69,219.0,27.96,323.0,87.55,167.0,17.99,2.93,175.0,29.12,235
2025-26,Howard,howard,NCAA D1,,24.0,11.0,0.686,,235.0,6.68,249.0,26.52,23.0,90.08,293.0,14.01,2.8,354.0,21.5,236
2025-26,La Salle,la salle,NCAA D1,,9.0,23.0,0.281,,236.0,6.68,221.0,27.92,307.0,87.92,172.0,17.57,2.91,102.0,34.02,237
2025-26,East Carolina,east carolina,NCAA D1,,11.0,20.0,0.355,,237.0,6.68,212.0,28.51,22.0,90.45,23.0,15.64,2.83,134.0,31.24,238
2025-26,Cal Poly,cal poly,NCAA D1,,14.0,19.0,0.424,,238.0,6.67,241.0,26.88,92.0,95.63,46.0,28.82,2.78,15.0,30.17,239
2025-26,W Carolina,w carolina,NCAA D1,,15.0,16.0,0.484,,239.0,6.67,251.0,26.49,221.0,90.43,313.0,13.64,2.88,201.0,28.33,240
2025-26,TN Martin,tn martin,NCAA D1,,22.0,11.0,0.667,,24.0,6.66,272.0,25.42,46.0,83.61,126.0,19.39,2.8,344.0,22.82,241
2025-26,Youngstown St,youngstown st,NCAA D1,,15.0,17.0,0.469,,24.0,16.66,21.0,28.54,261.0,89.28,194.0,16.84,2.73,253.0,26.85,242
2025-26,Iona,iona,NCAA D1,,18.0,14.0,0.563,,24.0,26.66,233.0,27.24,258.0,89.39,237.0,15.42,2.88,291.0,25.63,243
2025-26,UTEP,utep,NCAA D1,,11.0,20.0,0.355,,24.0,36.66,208.0,28.64,332.0,87.25,14.0,18.96,2.86,149.0,30.17,244
2025-26,Nicholls St,nicholls st,NCAA D1,,14.0,19.0,0.424,,244.0,6.65,225.0,27.61,262.0,89.22,221.0,15.97,2.79,178.0,28.99,245
2025-26,North Dakota,north dakota,NCAA D1,,18.0,17.0,0.514,,245.0,6.64,267.0,25.67,245.0,89.78,32.0,13.46,2.81,259.0,26.74,246
2025-26,Stony Brook,stony brook,NCAA D1,,17.0,15.0,0.531,,246.0,6.64,275.0,25.12,339.0,87.08,231.0,15.61,2.89,248.0,26.97,247
2025-26,UNC Asheville,unc asheville,NCAA D1,,15.0,17.0,0.469,3.0,247.0,6.63,234.0,27.22,291.0,88.36,206.0,16.43,2.84,254.0,26.85,248
2025-26,St Peter's,st peter s,NCAA D1,,17.0,12.0,0.586,,248.0,6.63,261.0,25.87,411.0,85.03,153.0,18.42,2.78,302.0,25.06,249
2025-26,SE Missouri St,se missouri st,NCAA D1,,20.0,13.0,0.606,-2.0,249.0,6.63,258.0,26.05,334.0,87.22,207.0,16.4,2.78,33.0,23.81,250
2025-26,NE Omaha,ne omaha,NCAA D1,,16.0,17.0,0.485,-1.0,25.0,6.62,253.0,26.23,249.0,89.64,284.0,14.17,2.81,249.0,26.95,251
2025-26,FGCU,fgcu,NCAA D1,,16.0,18.0,0.471,,25.0,16.6,235.0,27.13,28.0,88.63,217.0,16.08,2.84,272.0,26.49,252
2025-26,Fairfield,fairfield,NCAA D1,,21.0,13.0,0.618,,25.0,26.6,289.0,24.55,335.0,87.17,25.0,14.96,2.68,331.0,23.64,253
2025-26,Denver,denver,NCAA D1,,15.0,17.0,0.469,1.0,25.0,36.59,262.0,25.86,128.0,93.76,43.0,9.68,2.85,213.0,28.09,254
2025-26,Morehead St,morehead st,NCAA D1,,20.0,13.0,0.606,-1.0,254.0,6.59,284.0,24.72,338.0,87.09,244.0,15.2,2.82,328.0,23.87,255
2025-26,Colgate,colgate,NCAA D1,,18.0,15.0,0.545,,255.0,6.59,24.0,26.94,223.0,90.34,283.0,14.17,2.84,308.0,24.68,256
2025-26,WI Milwaukee,wi milwaukee,NCAA D1,,12.0,20.0,0.375,,256.0,6.56,239.0,27.01,212.0,90.66,295.0,13.92,2.88,166.0,29.41,257
2025-26,Elon,elon,NCAA D1,,14.0,18.0,0.438,1.0,257.0,6.56,26.0,25.9,224.0,90.26,328.0,13.21,2.8,221.0,27.79,258
2025-26,UNC Greensboro,unc greensboro,NCAA D1,,15.0,19.0,0.441,1.0,258.0,6.55,255.0,26.21,216.0,90.57,327.0,13.22,2.79,255.0,26.81,259
2025-26,Idaho St,idaho st,NCAA D1,,13.0,20.0,0.394,1.0,259.0,6.55,249.0,26.52,27.0,88.93,246.0,15.17,2.82,204.0,28.22,260
2025-26,Princeton,princeton,NCAA D1,,9.0,20.0,0.31,1.0,26.0,6.55,211.0,28.54,341.0,87.06,135.0,19.05,2.79,158.0,29.81,261
2025-26,Radford,radford,NCAA D1,,16.0,16.0,0.5,-4.0,26.0,16.55,238.0,27.05,166.0,91.85,34.0,12.78,2.72,307.0,24.77,262
2025-26,Old Dominion,old dominion,NCAA D1,,12.0,21.0,0.364,,26.0,26.54,245.0,26.75,226.0,90.2,285.0,14.12,2.94,173.0,29.13,263
2025-26,SIUE,siue,NCAA D1,,20.0,13.0,0.606,,26.0,36.52,265.0,25.78,446.0,84.2,132.0,19.16,2.78,353.0,21.54,264
2025-26,Presbyterian,presbyterian,NCAA D1,,15.0,18.0,0.455,5.0,264.0,6.51,276.0,25.11,376.0,85.94,198.0,16.74,2.77,282.0,26.19,265
2025-26,Chattanooga,chattanooga,NCAA D1,,13.0,19.0,0.406,,265.0,6.51,202.0,28.87,167.0,91.82,262.0,14.63,2.7,29.0,25.71,266
2025-26,Delaware,delaware,NCAA D1,,10.0,21.0,0.323,,266.0,6.5,257.0,26.17,304.0,88.0,229.0,15.74,2.7,154.0,29.92,267
2025-26,OK Baptist,ok baptist,NCAA D2,,31.0,4.0,0.886,1.0,267.0,6.5,346.0,20.53,359.0,86.38,375.0,11.72,2.76,415.0,13.57,268
2025-26,Pepperdine,pepperdine,NCAA D1,,9.0,23.0,0.281,-1.0,268.0,6.5,236.0,27.08,196.0,91.04,314.0,13.61,2.89,133.0,31.38,269
2025-26,Longwood,longwood,NCAA D1,,16.0,16.0,0.5,-5.0,269.0,6.5,247.0,26.73,217.0,90.48,304.0,13.82,2.85,327.0,23.93,270
2025-26,Southern Utah,southern utah,NCAA D1,,10.0,22.0,0.313,1.0,27.0,6.49,254.0,26.23,173.0,91.63,354.0,12.18,2.9,153.0,29.96,271
2025-26,UC Riverside,uc riverside,NCAA D1,,10.0,22.0,0.313,-1.0,27.0,16.49,244.0,26.75,267.0,88.99,239.0,15.33,2.89,161.0,29.62,272
2025-26,Lamar,lamar,NCAA D1,,12.0,19.0,0.387,1.0,27.0,26.48,242.0,26.79,389.0,85.62,146.0,18.75,2.78,247.0,26.97,273
2025-26,South Dakota,south dakota,NCAA D1,,16.0,16.0,0.5,-1.0,27.0,36.48,288.0,24.56,15.0,92.64,436.0,9.49,3.04,295.0,25.37,274
2025-26,E Michigan,e michigan,NCAA D1,,10.0,21.0,0.323,,274.0,6.48,259.0,25.93,353.0,86.54,19.0,16.96,2.86,155.0,29.92,275
2025-26,CSU East Bay,csu east bay,NCAA D2,,33.0,1.0,0.971,,275.0,6.47,389.0,18.51,523.0,82.17,296.0,13.91,2.69,57.0,29.47,276
2025-26,Long Beach St,long beach st,NCAA D1,,10.0,22.0,0.313,,276.0,6.47,256.0,26.2,251.0,89.59,281.0,14.18,2.79,163.0,29.45,277
2025-26,Dartmouth,dartmouth,NCAA D1,,11.0,16.0,0.407,,277.0,6.46,278.0,24.95,26.0,89.33,329.0,13.19,2.87,234.0,27.51,278
2025-26,Mt St Mary's,mt st mary s,NCAA D1,,15.0,17.0,0.469,,278.0,6.46,285.0,24.68,415.0,84.97,179.0,17.28,2.73,289.0,25.86,279
2025-26,Ball St,ball st,NCAA D1,,12.0,19.0,0.387,,279.0,6.45,268.0,25.57,437.0,84.46,148.0,18.68,2.89,245.0,27.0,280
2025-26,Dallas Bap,dallas bap,NCAA D2,,29.0,7.0,0.806,,28.0,6.44,282.0,24.79,227.0,90.14,353.0,12.23,2.76,422.0,13.47,281
2025-26,Daemen,daemen,NCAA D2,,33.0,2.0,0.943,2.0,28.0,16.44,336.0,20.95,403.0,85.24,325.0,13.29,2.76,6.0,27.32,282
2025-26,American Univ,american univ,NCAA D1,,16.0,16.0,0.5,,28.0,26.44,277.0,25.07,356.0,86.45,213.0,16.2,2.83,323.0,24.07,283
2025-26,Boston Univ,boston univ,NCAA D1,,17.0,17.0,0.5,2.0,28.0,36.43,301.0,23.76,331.0,87.29,29.0,14.04,2.74,32.0,24.21,284
2025-26,Louisiana,louisiana,NCAA D1,,11.0,22.0,0.333,,284.0,6.43,293.0,24.27,474.0,83.24,152.0,18.6,2.88,164.0,29.42,285
2025-26,Evansville,evansville,NCAA D1,,7.0,25.0,0.219,-4.0,285.0,6.43,28.0,24.85,374.0,85.99,205.0,16.44,3.03,105.0,33.35,286
2025-26,Michigan Tech,michigan tech,NCAA D2,,29.0,7.0,0.806,,286.0,6.43,344.0,20.62,508.0,82.4,228.0,15.8,2.82,379.0,15.18,287
2025-26,C Michigan,c michigan,NCAA D1,,10.0,21.0,0.323,,287.0,6.42,263.0,25.81,288.0,88.51,252.0,14.88,2.87,185.0,28.75,288
2025-26,Southern Univ,southern univ,NCAA D1,,17.0,17.0,0.5,,288.0,6.42,286.0,24.65,228.0,90.11,356.0,12.11,2.95,326.0,23.97,289
2025-26,Bethune-Cookman,bethune cookman,NCAA D1,,17.0,15.0,0.531,,289.0,6.42,308.0,23.08,319.0,87.66,335.0,13.0,2.87,305.0,24.94,290
2025-26,Lubbock Chr,lubbock chr,NCAA D2,,27.0,6.0,0.818,,29.0,6.41,311.0,22.72,387.0,85.65,26.0,14.65,2.9,404.0,13.95,291
2025-26,Hampton,hampton,NCAA D1,,13.0,19.0,0.406,,29.0,16.41,292.0,24.34,397.0,85.46,203.0,16.46,2.89,267.0,26.61,292
2025-26,Charleston So,charleston so,NCAA D1,,15.0,17.0,0.469,1.0,29.0,26.41,297.0,24.05,156.0,92.22,439.0,9.4,2.79,304.0,24.94,293
2025-26,Lindenwood,lindenwood,NCAA D1,,18.0,15.0,0.545,1.0,29.0,36.4,309.0,22.84,313.0,87.8,343.0,12.62,2.77,341.0,23.05,294
2025-26,Incarnate Word,incarnate word,NCAA D1,,12.0,19.0,0.387,1.0,294.0,6.4,281.0,24.82,287.0,88.51,297.0,13.88,2.79,268.0,26.61,295
2025-26,Cleveland St,cleveland st,NCAA D1,,11.0,22.0,0.333,1.0,295.0,6.39,274.0,25.13,16.0,91.97,399.0,10.74,2.86,23.0,27.56,296
2025-26,Bellarmine,bellarmine,NCAA D1,,13.0,19.0,0.406,1.0,296.0,6.38,299.0,23.98,175.0,91.5,422.0,10.06,2.86,276.0,26.39,297
2025-26,CS Sacramento,cs sacramento,NCAA D1,,10.0,21.0,0.323,2.0,297.0,6.37,296.0,24.09,248.0,89.65,36.0,12.02,2.91,179.0,28.93,298
2025-26,Anderson SC,anderson sc,NCAA D2,,29.0,3.0,0.906,,298.0,6.36,36.0,19.72,365.0,86.2,391.0,11.09,2.68,516.0,10.97,299
2025-26,Lehigh,lehigh,NCAA D1,,18.0,17.0,0.514,1.0,299.0,6.36,315.0,22.26,366.0,86.16,31.0,13.67,2.72,333.0,23.42,300
2025-26,West Liberty,west liberty,NCAA D2,,27.0,5.0,0.844,2.0,3.0,6.36,3.0,23.82,46.0,98.74,68.0,32.65,2.88,496.0,11.56,301
2025-26,W Michigan,w michigan,NCAA D1,,10.0,21.0,0.323,2.0,3.0,16.36,29.0,24.45,255.0,89.43,345.0,12.59,2.78,198.0,28.41,302
2025-26,Walsh,walsh,NCAA D2,,29.0,4.0,0.879,-1.0,3.0,26.36,337.0,20.91,293.0,88.19,413.0,10.29,2.77,541.0,10.43,303
2025-26,Central Conn,central conn,NCAA D1,,18.0,12.0,0.6,2.0,3.0,36.36,313.0,22.52,379.0,85.86,278.0,14.23,2.71,361.0,21.14,304
2025-26,SE Louisiana,se louisiana,NCAA D1,,9.0,22.0,0.29,3.0,304.0,6.36,273.0,25.14,436.0,84.47,158.0,18.24,2.8,181.0,28.84,305
2025-26,St Cloud,st cloud,NCAA D2,,26.0,7.0,0.788,1.0,305.0,6.35,345.0,20.62,486.0,82.89,24.0,15.3,2.8,378.0,15.29,306
2025-26,N Michigan,n michigan,NCAA D2,,28.0,7.0,0.8,-2.0,306.0,6.35,31.0,22.8,34.0,87.08,324.0,13.3,2.79,445.0,12.65,307
2025-26,Georgia St,georgia st,NCAA D1,,10.0,22.0,0.313,1.0,307.0,6.34,283.0,24.76,327.0,87.41,251.0,14.92,2.96,214.0,28.03,308
2025-26,Jacksonville,jacksonville,NCAA D1,,12.0,20.0,0.375,1.0,308.0,6.34,287.0,24.59,406.0,85.1,185.0,17.06,2.93,281.0,26.22,309
2025-26,E Kentucky,e kentucky,NCAA D1,,11.0,21.0,0.344,1.0,309.0,6.34,27.0,25.54,149.0,92.65,406.0,10.46,2.95,263.0,26.7,310
2025-26,Sacred Heart,sacred heart,NCAA D1,,14.0,19.0,0.424,1.0,31.0,6.34,305.0,23.18,229.0,90.09,401.0,10.66,2.78,298.0,25.24,311
2025-26,Brown,brown,NCAA D1,,9.0,18.0,0.333,2.0,31.0,16.34,264.0,25.79,369.0,86.08,178.0,17.28,2.76,279.0,26.31,312
2025-26,Black Hills St,black hills st,NCAA D2,,30.0,5.0,0.857,,31.0,26.34,348.0,20.4,418.0,84.85,331.0,13.13,2.65,521.0,10.82,313
2025-26,Lander,lander,NCAA D2,,30.0,6.0,0.833,-21.0,31.0,36.33,358.0,19.77,399.0,85.38,361.0,11.97,2.8,467.0,12.29,314
2025-26,Northwestern LA,northwestern la,NCAA D1,,10.0,22.0,0.313,,314.0,6.33,294.0,24.24,445.0,84.26,173.0,17.55,2.82,205.0,28.22,315
2025-26,Grand Valley St,grand valley st,NCAA D2,,27.0,7.0,0.794,,315.0,6.32,326.0,21.37,434.0,84.5,27.0,14.45,2.78,418.0,13.54,316
2025-26,West Georgia,west georgia,NCAA D1,,15.0,17.0,0.469,,316.0,6.31,342.0,20.7,336.0,87.15,39.0,11.13,2.75,299.0,25.23,317
2025-26,Northern Arizona,northern arizona,NCAA D1,,10.0,22.0,0.313,,317.0,6.31,295.0,24.13,351.0,86.64,247.0,15.07,2.86,225.0,27.69,318
2025-26,Oral Roberts,oral roberts,NCAA D1,,10.0,23.0,0.303,,318.0,6.3,298.0,24.04,3.0,88.08,317.0,13.53,2.87,226.0,27.69,319
2025-26,Houston Chr,houston chr,NCAA D1,,12.0,20.0,0.375,,319.0,6.3,322.0,21.76,466.0,83.49,226.0,15.85,2.83,239.0,27.28,320
2025-26,East Texas A&M,east texas a m,NCAA D1,,11.0,21.0,0.344,,32.0,6.3,314.0,22.38,404.0,85.23,258.0,14.72,2.81,224.0,27.73,321
2025-26,SC Upstate,sc upstate,NCAA D1,,13.0,19.0,0.406,,32.0,16.29,307.0,23.12,347.0,86.7,294.0,14.0,2.82,297.0,25.33,322
2025-26,C Missouri,c missouri,NCAA D2,,24.0,10.0,0.706,,32.0,26.29,323.0,21.75,442.0,84.36,248.0,14.97,2.89,371.0,16.35,323
2025-26,Prairie View,prairie view,NCAA D1,,19.0,18.0,0.514,1.0,32.0,36.28,328.0,21.21,326.0,87.43,385.0,11.35,2.79,351.0,21.69,324
